FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
739.80000,-0.32311,-0.39300,0.46239,-0.08816,0.62676,0.00218,0.31661,0.29658,0.23851,0.11238,0.14089,-0.25132,0.54724,0.12188,0.45339,0.05863,0.19529,-0.01628,0.01479,0.29484,0.24667
739.80400,-0.27073,-0.25761,0.68455,-0.02923,0.62676,0.16533,0.42840,0.39023,0.34802,0.16741,0.22917,0.02775,0.62562,0.26327,0.51883,0.15005,0.19529,0.06621,0.11749,0.46827,0.27870
739.80800,-0.37550,-0.30274,0.31428,-0.55960,0.38129,0.11094,0.39114,0.39023,0.45753,0.24996,0.27331,-0.09185,0.58643,0.26327,0.55155,0.11958,0.16643,-0.01628,-0.19061,0.20812,0.34277
739.81200,-0.37550,-0.34787,0.01807,-0.67746,0.46311,0.05656,0.42840,0.39023,0.53967,0.30500,0.27331,-0.29119,0.62562,0.26327,0.64971,0.18052,0.16643,-0.04377,-0.39601,0.12140,0.37480
739.81600,-0.21834,-0.25761,0.24023,0.32435,0.70858,0.16533,0.61473,0.48389,0.56704,0.36003,0.40573,-0.05199,0.66480,0.36931,0.74788,0.27194,0.22414,0.09371,-0.08791,0.38155,0.34277
739.82000,-0.16596,-0.12221,0.68455,0.38328,0.79040,0.38287,0.72652,0.63998,0.67655,0.47010,0.62643,0.22708,0.78237,0.51070,0.84604,0.42430,0.31070,0.23119,0.11749,0.55498,0.34277
739.82400,-0.32311,-0.21247,0.38834,0.02970,0.70858,0.32848,0.72652,0.63998,0.78606,0.58016,0.49401,0.26695,0.74318,0.54605,0.91148,0.48525,0.31070,0.23119,-0.19061,0.29484,0.40684
739.82800,-0.42788,-0.34787,0.01807,-0.08816,0.54494,0.11094,0.65199,0.54633,0.78606,0.60768,0.09675,0.02775,0.66480,0.47535,0.87876,0.39383,0.22414,0.17619,-0.49871,0.03469,0.40684
739.83200,-0.27073,-0.21247,0.31428,-0.02923,0.70858,0.27410,0.72652,0.60877,0.78606,0.58016,0.22917,-0.01212,0.66480,0.44000,0.91148,0.45478,0.31070,0.25868,-0.19061,0.29484,0.37480
739.83600,-0.21834,-0.21247,0.53644,0.26542,0.79040,0.43725,0.83832,0.67120,0.75869,0.60768,0.44987,0.18722,0.66480,0.51070,0.94420,0.51572,0.31070,0.31367,0.01479,0.55498,0.34277
739.84000,-0.42788,-0.39300,0.24023,-0.02923,0.70858,0.32848,0.76379,0.60877,0.75869,0.58016,0.22917,0.14735,0.58643,0.44000,0.87876,0.45478,0.19529,0.23119,-0.29331,0.29484,0.40684
739.84400,-0.63742,-0.52839,-0.05598,-0.14709,0.46311,0.21971,0.61473,0.51511,0.70393,0.49761,-0.03567,-0.25132,0.42967,0.29861,0.74788,0.30241,0.13758,0.06621,-0.60141,0.12140,0.43887
739.84800,-0.58504,-0.48326,0.16618,-0.02923,0.46311,0.27410,0.57746,0.48389,0.59442,0.38755,-0.21222,-0.33106,0.35129,0.22792,0.64971,0.24147,0.02216,0.03871,-0.39601,0.38155,0.37480
739.85200,-0.53265,-0.39300,0.38834,0.08863,0.62676,0.38287,0.65199,0.48389,0.51229,0.33251,-0.21222,-0.17159,0.31210,0.22792,0.61699,0.24147,0.05101,0.09371,-0.08791,0.64170,0.31073
739.85600,-0.53265,-0.43813,0.01807,-0.02923,0.54494,0.27410,0.61473,0.39023,0.45753,0.27748,-0.30050,-0.25132,0.27291,0.15723,0.55155,0.15005,-0.00669,0.01122,-0.19061,0.55498,0.31073
739.86000,-0.74219,-0.57352,-0.35220,-0.55960,0.29947,0.05656,0.50293,0.20292,0.45753,0.22245,-0.25636,-0.41079,0.23372,-0.01951,0.48611,-0.00232,-0.06440,-0.12626,-0.60141,0.29484,0.34277
739.86400,-0.74219,-0.61865,-0.27814,-0.73639,0.46311,0.00218,0.50293,0.14048,0.40278,0.16741,-0.16808,-0.37093,0.23372,-0.05486,0.48611,-0.00232,-0.03555,-0.09877,-0.49871,0.29484,0.27870
739.86800,-0.58504,-0.48326,0.01807,0.08863,0.54494,0.00218,0.57746,0.14048,0.34802,0.13990,-0.12394,-0.25132,0.27291,0.05118,0.51883,0.05863,-0.00669,0.03871,-0.29331,0.38155,0.15056
739.87200,-0.63742,-0.43813,0.24023,0.14756,0.54494,0.00218,0.61473,0.04683,0.40278,0.16741,0.00847,-0.13172,0.31210,0.08653,0.55155,0.08910,0.02216,0.09371,-0.29331,0.29484,0.15056
739.87600,-0.74219,-0.52839,-0.20409,-0.32388,0.38129,-0.21536,0.50293,-0.07805,0.43016,0.19493,-0.03567,-0.17159,0.31210,0.08653,0.51883,0.05863,0.10872,0.01122,-0.70411,0.03469,0.15056
739.88000,-0.63742,-0.39300,-0.13004,-0.14709,0.38129,-0.21536,0.50293,-0.07805,0.45753,0.22245,-0.03567,-0.25132,0.35129,0.08653,0.48611,0.08910,0.13758,0.12120,-0.60141,0.03469,0.11853
739.88400,-0.48027,-0.30274,0.16618,0.08863,0.54494,0.00218,0.61473,0.04683,0.45753,0.24996,0.05261,-0.17159,0.42967,0.15723,0.58427,0.21099,0.19529,0.25868,-0.19061,0.46827,0.11853
739.88800,-0.42788,-0.30274,0.16618,0.20649,0.62676,0.16533,0.72652,0.17170,0.48491,0.33251,-0.03567,-0.01212,0.42967,0.26327,0.61699,0.30241,0.28185,0.28618,-0.19061,0.46827,0.18260
739.89200,-0.68981,-0.43813,-0.20409,-0.02923,0.46311,0.11094,0.68926,0.20292,0.51229,0.36003,-0.12394,-0.09185,0.35129,0.19257,0.55155,0.24147,0.16643,0.23119,-0.49871,0.29484,0.37480
739.89600,-0.84696,-0.52839,-0.35220,-0.14709,0.38129,0.11094,0.65199,0.26536,0.43016,0.30500,-0.21222,-0.33106,0.23372,0.12188,0.45339,0.15005,-0.00669,0.09371,-0.60141,0.29484,0.47091
739.90000,-0.79458,-0.52839,-0.05598,0.02970,0.46311,0.38287,0.76379,0.42145,0.26589,0.22245,-0.34464,-0.29119,0.15535,0.08653,0.38794,0.15005,-0.09326,0.03871,-0.29331,0.81513,0.53498
739.90400,-0.74219,-0.52839,-0.20409,0.08863,0.54494,0.60041,0.87558,0.57755,0.23851,0.22245,-0.34464,-0.25132,0.11616,0.01584,0.35522,0.15005,-0.09326,-0.09877,-0.08791,1.07528,0.69515
739.90800,-0.95173,-0.66378,-0.64841,-0.08816,0.29947,0.49164,0.83832,0.57755,0.23851,0.22245,-0.47706,-0.49053,-0.00141,-0.09021,0.28978,0.05863,-0.09326,-0.34623,-0.49871,0.98856,0.85532
739.91200,-1.21366,-0.88943,-0.94462,-0.26495,0.13582,0.38287,0.76379,0.57755,0.21114,0.19493,-0.69776,-0.68987,-0.07979,-0.26694,0.25706,-0.09373,-0.03555,-0.48371,-0.70411,1.07528,0.95143
739.91600,-1.21366,-0.93456,-0.64841,-0.14709,0.29947,0.49164,0.83832,0.63998,0.18376,0.11238,-0.78604,-0.80947,-0.04060,-0.40833,0.25706,-0.12421,0.13758,-0.56620,-0.49871,1.42215,0.95143
739.92000,-1.31843,-0.97969,-0.50030,-0.26495,0.29947,0.65479,0.95012,0.70242,0.18376,0.11238,-0.69776,-0.92907,-0.04060,-0.47903,0.28978,-0.15468,0.31070,-0.62119,-0.39601,1.68229,1.01549
739.92400,-1.58036,-1.16022,-0.94462,-0.85425,0.13582,0.54602,0.83832,0.67120,0.23851,0.11238,-0.78604,-1.12841,-0.15817,-0.58507,0.22434,-0.30704,0.28185,-0.78616,-0.70411,1.50886,1.14363
739.92800,-1.68513,-1.25048,-1.38894,-0.44174,-0.10964,0.49164,0.76379,0.67120,0.23851,0.08486,-1.05088,-1.04867,-0.35411,-0.58507,0.09345,-0.36799,0.02216,-0.78616,-0.90951,1.50886,1.23974
739.93200,-1.58036,-1.16022,-1.24084,0.14756,0.05400,0.65479,0.80105,0.76486,0.18376,0.02983,-1.05088,-0.84934,-0.47168,-0.47903,0.02801,-0.30704,-0.23753,-0.53870,-0.49871,1.85573,1.23974
739.93600,-1.47559,-0.97969,-0.64841,0.08863,0.05400,0.87233,0.91285,0.88973,0.15638,0.08486,-1.09502,-0.80947,-0.51087,-0.33764,-0.00471,-0.24610,-0.41066,-0.37372,-0.19061,2.11588,1.27177
739.94000,-1.52797,-0.97969,-1.01868,0.14756,-0.10964,0.81794,0.83832,0.85852,0.15638,0.08486,-1.27158,-0.72973,-0.62844,-0.33764,-0.07015,-0.24610,-0.58378,-0.40122,-0.49871,1.94244,1.33584
739.94400,-1.68513,-1.11509,-1.38894,-0.08816,-0.19146,0.70918,0.76379,0.85852,0.21114,0.11238,-1.22744,-0.72973,-0.66763,-0.33764,-0.13560,-0.24610,-0.69920,-0.40122,-0.70411,1.68229,1.39991
739.94800,-1.58036,-1.02482,-1.09273,0.14756,-0.10964,0.87233,0.83832,0.95217,0.23851,0.16741,-0.91846,-0.65000,-0.62844,-0.26694,-0.10288,-0.09373,-0.72805,-0.31873,-0.60141,1.76901,1.43194
739.95200,-1.47559,-0.88943,-0.72246,0.44221,0.05400,1.08987,1.02465,1.13948,0.29327,0.27748,-0.91846,-0.45066,-0.51087,-0.12555,0.02801,0.11958,-0.67035,-0.18125,-0.29331,2.11588,1.46398
739.95600,-1.52797,-0.88943,-0.79652,0.20649,0.05400,1.08987,1.02465,1.20192,0.43016,0.44258,-1.05088,-0.45066,-0.47168,-0.01951,0.09345,0.24147,-0.49722,-0.15376,-0.49871,1.94244,1.52805
739.96000,-1.73751,-1.02482,-1.16678,-0.02923,0.05400,0.81794,0.98738,1.17070,0.51229,0.58016,-1.18330,-0.61013,-0.43249,-0.05486,0.12617,0.30241,-0.38180,-0.20875,-0.90951,1.50886,1.59212
739.96400,-1.58036,-0.97969,-1.09273,0.02970,0.13582,0.87233,1.06191,1.23314,0.56704,0.63520,-1.05088,-0.57026,-0.35411,-0.01951,0.19162,0.39383,-0.29524,-0.18125,-0.80681,1.59558,1.56008
739.96800,-1.37082,-0.88943,-0.72246,0.32435,0.38129,1.08987,1.17371,1.32680,0.56704,0.69023,-0.91846,-0.37093,-0.23655,0.12188,0.25706,0.54619,-0.15097,-0.09877,-0.49871,1.85573,1.49601
739.97200,-1.42320,-0.84430,-0.72246,0.26542,0.29947,1.08987,1.17371,1.29558,0.62180,0.69023,-1.05088,-0.37093,-0.23655,0.19257,0.25706,0.57667,-0.15097,-0.07127,-0.60141,1.76901,1.49601
739.97600,-1.63274,-1.02482,-1.09273,-0.02923,0.13582,0.87233,1.06191,1.20192,0.67655,0.69023,-0.87432,-0.45066,-0.23655,0.12188,0.28978,0.48525,-0.17982,-0.12626,-1.01221,1.33543,1.52805
739.98000,-1.68513,-1.06995,-1.09273,-0.08816,0.29947,0.81794,1.06191,1.20192,0.67655,0.69023,-0.83018,-0.41079,-0.19736,0.12188,0.32250,0.48525,-0.12211,-0.12626,-1.11491,1.33543,1.49601
739.98400,-1.47559,-0.93456,-0.72246,0.08863,0.46311,1.03548,1.17371,1.26436,0.67655,0.69023,-0.83018,-0.33106,-0.11898,0.22792,0.35522,0.57667,-0.06440,-0.07127,-0.70411,1.59558,1.46398
739.98800,-1.52797,-0.93456,-0.87057,-0.32388,0.46311,1.08987,1.17371,1.23314,0.73131,0.69023,-0.65362,-0.37093,-0.11898,0.22792,0.42066,0.57667,-0.09326,-0.01628,-0.80681,1.50886,1.43194
739.99200,-1.68513,-1.02482,-1.09273,-0.20602,0.38129,0.87233,1.09918,1.17070,0.78606,0.74526,-0.69776,-0.41079,-0.11898,0.22792,0.42066,0.54619,-0.06440,-0.07127,-1.21761,1.24871,1.49601
739.99600,-1.63274,-1.02482,-1.01868,0.20649,0.38129,0.87233,1.09918,1.17070,0.84082,0.80030,-0.69776,-0.33106,-0.04060,0.33396,0.51883,0.57667,-0.00669,-0.04377,-1.21761,1.24871,1.49601
740.00000,-1.42320,-0.93456,-0.72246,0.02970,0.70858,1.08987,1.24824,1.26436,0.86820,0.85533,-0.38878,-0.09185,0.11616,0.44000,0.64971,0.72903,0.05101,0.14870,-0.90951,1.59558,1.49601
740.00400,-1.42320,-0.88943,-0.57436,0.14756,0.70858,1.08987,1.36003,1.29558,0.92295,0.93788,-0.38878,-0.13172,0.19453,0.47535,0.71516,0.82045,0.10872,0.23119,-0.90951,1.59558,1.49601
740.00800,-1.58036,-1.02482,-0.79652,-0.14709,0.62676,0.98110,1.28550,1.26436,1.05984,1.04795,-0.60948,-0.21146,0.23372,0.47535,0.81332,0.85092,0.28185,0.25868,-1.32031,1.16200,1.56008
740.01200,-1.63274,-1.06995,-0.94462,-0.26495,0.70858,0.92671,1.32277,1.26436,1.11459,1.13050,-0.56534,-0.09185,0.31210,0.58139,0.87876,0.91187,0.33956,0.28618,-1.52571,1.07528,1.59212
740.01600,-1.52797,-0.93456,-0.72246,0.02970,0.87222,1.08987,1.47183,1.38924,1.16935,1.21305,-0.38878,0.14735,0.39048,0.68744,0.97692,1.06423,0.36841,0.45115,-1.11491,1.42215,1.56008
740.02000,-1.31843,-0.88943,-0.57436,0.08863,1.03587,1.30741,1.62089,1.51411,1.27886,1.29560,-0.30050,0.26695,0.54724,0.82883,1.14053,1.18612,0.51269,0.58863,-1.01221,1.59558,1.59212
740.02400,-1.42320,-0.93456,-0.87057,-0.08816,0.95405,1.14425,1.54636,1.48289,1.33361,1.37815,-0.43292,0.10748,0.54724,0.75813,1.14053,1.15565,0.51269,0.50615,-1.42301,1.33543,1.65619
740.02800,-1.58036,-0.97969,-1.09273,-0.20602,0.79040,1.03548,1.47183,1.45167,1.38837,1.40567,-0.60948,-0.05199,0.58643,0.79348,1.20597,1.18612,0.54154,0.45115,-1.62841,1.16200,1.68822
740.03200,-1.42320,-0.88943,-0.72246,-0.02923,1.03587,1.19864,1.62089,1.57655,1.41575,1.46070,-0.21222,0.02775,0.66480,0.93487,1.30414,1.30801,0.68581,0.67112,-1.42301,1.33543,1.62415
740.03600,-1.21366,-0.79917,-0.35220,0.02970,1.11769,1.36179,1.69542,1.63899,1.41575,1.51573,0.05261,0.26695,0.74318,1.00556,1.33686,1.36896,0.71467,0.75361,-1.11491,1.50886,1.59212
740.04000,-1.31843,-0.79917,-0.57436,-0.55960,1.03587,1.25302,1.62089,1.60777,1.47050,1.54325,-0.07980,0.14735,0.74318,0.93487,1.33686,1.30801,0.74352,0.69862,-1.42301,1.24871,1.59212
740.04400,-1.47559,-0.88943,-0.94462,-0.44174,0.95405,0.92671,1.50909,1.48289,1.49788,1.51573,-0.12394,0.02775,0.70399,0.82883,1.30414,1.24707,0.71467,0.67112,-1.73111,0.90185,1.59212
740.04800,-1.31843,-0.84430,-0.72246,0.20649,1.03587,0.98110,1.50909,1.48289,1.47050,1.46070,-0.07980,0.10748,0.74318,0.82883,1.30414,1.27754,0.77237,0.72611,-1.52571,0.98856,1.49601
740.05200,-1.05650,-0.66378,-0.20409,0.08863,1.19951,1.19864,1.58362,1.57655,1.47050,1.46070,0.22917,0.18722,0.82156,1.00556,1.36958,1.33849,0.80123,0.86359,-1.21761,1.24871,1.46398
740.05600,-1.10889,-0.66378,-0.27814,0.02970,1.11769,1.08987,1.54636,1.57655,1.47050,1.48822,0.09675,0.26695,0.78237,1.00556,1.33686,1.33849,0.91665,0.86359,-1.32031,1.07528,1.49601
740.06000,-1.26605,-0.79917,-0.64841,-0.20602,0.95405,0.92671,1.39730,1.48289,1.49788,1.48822,-0.16808,0.18722,0.70399,0.93487,1.30414,1.27754,0.88779,0.80860,-1.73111,0.72842,1.52805
740.06400,-1.21366,-0.75404,-0.42625,-0.08816,0.95405,0.98110,1.36003,1.51411,1.44312,1.46070,-0.12394,0.22708,0.74318,1.04091,1.27142,1.27754,0.85894,0.78110,-1.62841,0.81513,1.46398
740.06800,-1.00412,-0.66378,-0.13004,0.14756,1.11769,1.19864,1.43456,1.54533,1.41575,1.46070,0.00847,0.50616,0.78237,1.14695,1.30414,1.36896,0.97436,0.97358,-1.11491,1.07528,1.36787
740.07200,-0.84696,-0.57352,-0.20409,0.14756,1.03587,1.19864,1.36003,1.45167,1.38837,1.40567,0.05261,0.62576,0.78237,1.11161,1.30414,1.33849,0.94550,1.08356,-1.11491,1.07528,1.33584
740.07600,-1.00412,-0.61865,-0.50030,0.02970,0.79040,0.98110,1.13644,1.26436,1.36099,1.35063,-0.12394,0.34669,0.66480,1.07626,1.14053,1.21659,0.94550,0.97358,-1.32031,0.72842,1.30381
740.08000,-0.89935,-0.52839,-0.50030,0.08863,0.70858,0.98110,1.02465,1.17070,1.25148,1.29560,-0.16808,0.22708,0.62562,1.04091,1.04237,1.18612,0.94550,1.00107,-1.32031,0.64170,1.17567
740.08400,-0.63742,-0.30274,-0.13004,0.38328,0.87222,1.14425,1.06191,1.20192,1.19673,1.24057,0.22917,0.50616,0.62562,1.07626,1.04237,1.24707,0.91665,1.02857,-0.80681,0.90185,1.07956
740.08800,-0.58504,-0.25761,0.01807,-0.02923,0.87222,1.19864,1.06191,1.23314,1.22410,1.26808,0.22917,0.54602,0.66480,1.00556,1.04237,1.24707,0.91665,1.08356,-0.70411,0.81513,1.07956
740.09200,-0.63742,-0.34787,-0.27814,-0.20602,0.62676,1.03548,0.91285,1.17070,1.25148,1.29560,0.22917,0.42642,0.62562,1.00556,1.00965,1.24707,0.97436,1.08356,-1.01221,0.64170,1.11160
740.09600,-0.68981,-0.34787,-0.50030,0.44221,0.62676,0.87233,0.87558,1.13948,1.22410,1.26808,0.27331,0.50616,0.62562,1.04091,1.00965,1.24707,1.08977,1.08356,-1.01221,0.55498,1.11160
740.10000,-0.48027,-0.25761,-0.13004,0.50114,0.79040,1.03548,0.98738,1.20192,1.19673,1.26808,0.22917,0.66563,0.70399,1.11161,1.07509,1.30801,1.11863,1.08356,-0.60141,0.72842,1.04753
740.10400,-0.42788,-0.16734,0.38834,0.61900,0.87222,1.19864,1.02465,1.23314,1.22410,1.29560,0.31745,0.66563,0.70399,1.14695,1.07509,1.36896,1.14748,1.16605,-0.49871,0.90185,1.01549
740.10800,-0.58504,-0.25761,-0.05598,0.50114,0.70858,0.98110,0.95012,1.13948,1.25148,1.32312,0.22917,0.58589,0.66480,1.07626,1.04237,1.30801,1.11863,1.13855,-0.80681,0.64170,1.04753
740.11200,-0.58504,-0.21247,-0.35220,0.20649,0.62676,0.81794,0.87558,1.04583,1.22410,1.32312,0.14089,0.42642,0.62562,1.04091,1.00965,1.27754,1.11863,1.08356,-1.01221,0.46827,1.01549
740.11600,-0.32311,-0.07708,0.09212,0.50114,0.70858,0.98110,0.91285,1.10827,1.22410,1.32312,0.22917,0.54602,0.66480,1.11161,1.04237,1.33849,1.17634,1.19354,-0.60141,0.72842,0.91939
740.12000,-0.16596,0.05831,0.31428,0.61900,0.87222,1.08987,0.98738,1.17070,1.25148,1.35063,0.14089,0.78523,0.78237,1.21765,1.07509,1.39943,1.17634,1.22104,-0.39601,0.90185,0.91939
740.12400,-0.37550,0.01318,0.01807,0.44221,0.70858,0.92671,0.91285,1.07705,1.30624,1.37815,0.14089,0.58589,0.74318,1.14695,1.07509,1.36896,1.17634,1.19354,-0.70411,0.64170,0.95143
740.12800,-0.37550,-0.03195,-0.20409,0.32435,0.62676,0.87233,0.83832,1.04583,1.36099,1.37815,0.36159,0.66563,0.74318,1.07626,1.07509,1.33849,1.14748,1.16605,-0.80681,0.46827,0.95143
740.13200,-0.16596,0.10344,0.16618,0.20649,0.79040,1.03548,0.91285,1.10827,1.33361,1.35063,0.53815,0.82510,0.82156,1.14695,1.10781,1.39943,1.23405,1.22104,-0.49871,0.64170,0.91939
